Vardas         Pavarde         ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	Egz.
Vardas2703     Pavarde2703     6	8	5	4	5	8	6	9	4	9	
Vardas2704     Pavarde2704     1	5	6	1	1	1	9	2	9	4	
Vardas2705     Pavarde2705     1	5	3	4	10	1	5	8	2	5	
Vardas2706     Pavarde2706     6	2	2	9	1	8	7	1	2	2	
Vardas2707     Pavarde2707     1	6	2	2	8	8	10	5	8	6	
Vardas2708     Pavarde2708     9	2	10	9	6	2	9	7	2	1	
Vardas2709     Pavarde2709     4	8	1	7	7	6	8	5	6	7	
Vardas2710     Pavarde2710     6	7	6	6	8	7	7	6	2	10	
Vardas2711     Pavarde2711     5	6	10	6	7	4	3	1	9	1	
Vardas2712     Pavarde2712     8	4	10	2	1	10	8	3	8	9	
Vardas2713     Pavarde2713     8	9	6	7	2	2	9	4	7	4	
Vardas2714     Pavarde2714     2	9	3	4	6	9	2	2	7	5	
Vardas2715     Pavarde2715     6	10	2	2	8	4	10	10	2	7	
Vardas2716     Pavarde2716     6	6	7	7	8	8	6	3	7	3	
Vardas2717     Pavarde2717     6	3	8	1	9	1	8	9	6	4	
Vardas2718     Pavarde2718     6	3	8	6	1	9	7	1	2	3	
Vardas2719     Pavarde2719     4	1	1	10	5	8	6	3	2	8	
Vardas2720     Pavarde2720     3	1	7	6	6	1	7	8	8	6	
Vardas2721     Pavarde2721     1	6	6	9	6	2	6	3	9	3	
Vardas2722     Pavarde2722     10	4	3	7	6	2	6	5	4	6	
Vardas2723     Pavarde2723     4	9	6	2	8	4	9	1	10	9	
Vardas2724     Pavarde2724     8	6	5	2	8	7	1	5	7	2	
Vardas2725     Pavarde2725     3	6	6	7	9	3	9	1	1	8	
Vardas2726     Pavarde2726     5	6	1	6	9	8	1	3	5	9	
Vardas2727     Pavarde2727     4	5	7	9	2	6	8	7	6	10	
Vardas2728     Pavarde2728     9	4	10	4	3	8	6	5	2	8	
Vardas2729     Pavarde2729     3	8	2	8	10	10	7	8	3	6	
Vardas2730     Pavarde2730     1	4	2	8	6	7	7	8	7	7	
Vardas2731     Pavarde2731     10	6	7	3	3	5	1	2	4	6	
Vardas2732     Pavarde2732     1	5	2	4	4	10	6	6	7	10	
Vardas2733     Pavarde2733     3	4	5	5	9	7	5	2	4	3	
Vardas2734     Pavarde2734     6	8	9	2	2	5	1	8	10	4	
Vardas2735     Pavarde2735     5	6	10	1	6	2	7	1	1	1	
Vardas2736     Pavarde2736     7	4	5	10	2	8	3	10	1	2	
Vardas2737     Pavarde2737     9	8	1	6	10	4	7	9	9	2	
Vardas2738     Pavarde2738     8	5	10	6	4	10	2	6	2	9	
Vardas2739     Pavarde2739     6	1	10	5	10	8	7	10	10	6	
Vardas2740     Pavarde2740     10	5	10	4	5	10	4	7	3	4	
Vardas2741     Pavarde2741     10	6	10	4	3	2	1	2	6	6	
Vardas2742     Pavarde2742     9	1	7	7	5	7	5	6	8	8	
Vardas2743     Pavarde2743     5	9	4	9	10	4	5	10	6	9	
Vardas2744     Pavarde2744     7	7	8	7	3	3	1	4	2	4	
Vardas2745     Pavarde2745     2	6	1	3	10	8	5	2	4	2	
Vardas2746     Pavarde2746     1	5	6	9	7	7	4	10	9	6	
Vardas2747     Pavarde2747     9	7	9	7	6	4	8	7	10	4	
Vardas2748     Pavarde2748     7	10	4	7	2	4	10	8	6	9	
Vardas2749     Pavarde2749     4	4	10	10	1	7	9	5	9	9	
Vardas2750     Pavarde2750     6	3	2	2	4	7	10	7	10	2	
Vardas2751     Pavarde2751     9	7	2	7	7	7	10	7	4	5	
Vardas2752     Pavarde2752     2	7	8	4	2	10	7	6	10	8	
Vardas2753     Pavarde2753     2	5	8	3	5	1	5	6	10	2	
Vardas2754     Pavarde2754     1	7	10	3	8	10	9	9	3	10	
Vardas2755     Pavarde2755     3	5	10	1	3	9	8	10	7	9	
Vardas2756     Pavarde2756     10	1	2	2	4	5	9	9	5	10	
Vardas2757     Pavarde2757     4	10	6	1	1	10	6	1	5	2	
Vardas2758     Pavarde2758     2	5	7	2	1	10	7	6	4	8	
Vardas2759     Pavarde2759     3	8	10	10	4	8	5	8	4	3	
Vardas2760     Pavarde2760     6	3	9	9	2	3	4	10	9	1	
Vardas2761     Pavarde2761     10	10	10	7	8	7	7	5	7	8	
Vardas2762     Pavarde2762     9	6	8	5	9	3	4	10	4	9	
Vardas2763     Pavarde2763     6	3	5	2	1	1	9	8	3	6	
Vardas2764     Pavarde2764     6	9	2	9	7	9	7	4	8	1	
Vardas2765     Pavarde2765     3	2	8	9	2	5	6	4	3	10	
Vardas2766     Pavarde2766     2	7	4	7	9	4	9	3	6	7	
Vardas2767     Pavarde2767     7	1	2	2	2	4	5	9	1	6	
Vardas2768     Pavarde2768     4	1	10	8	9	8	1	10	2	2	
Vardas2769     Pavarde2769     5	10	2	6	1	2	3	2	7	8	
Vardas2770     Pavarde2770     1	5	7	7	2	2	1	5	9	5	
Vardas2771     Pavarde2771     3	6	7	6	6	7	10	6	4	8	
Vardas2772     Pavarde2772     7	3	1	9	5	5	5	4	7	7	
Vardas2773     Pavarde2773     2	1	10	10	6	8	1	6	1	7	
Vardas2774     Pavarde2774     1	3	9	9	5	5	8	7	8	2	
Vardas2775     Pavarde2775     2	1	2	4	10	6	5	9	8	6	
Vardas2776     Pavarde2776     1	7	2	4	8	6	9	3	7	10	
Vardas2777     Pavarde2777     3	9	3	2	2	4	8	7	10	7	
Vardas2778     Pavarde2778     7	10	8	10	3	8	6	7	7	7	
Vardas2779     Pavarde2779     9	4	5	9	1	8	5	10	6	9	
Vardas2780     Pavarde2780     4	6	1	4	10	8	5	3	5	8	
Vardas2781     Pavarde2781     8	7	6	2	3	4	7	5	2	10	
Vardas2782     Pavarde2782     6	5	1	1	2	8	8	1	10	2	
Vardas2783     Pavarde2783     3	8	4	9	3	6	7	6	5	1	
Vardas2784     Pavarde2784     2	7	6	10	2	7	6	9	7	1	
Vardas2785     Pavarde2785     3	7	9	3	2	8	2	4	6	10	
Vardas2786     Pavarde2786     6	9	6	3	6	8	4	6	3	3	
Vardas2787     Pavarde2787     5	2	6	5	3	5	10	8	10	3	
Vardas2788     Pavarde2788     10	2	7	8	3	8	8	4	4	9	
Vardas2789     Pavarde2789     5	8	5	5	6	4	1	10	3	10	
Vardas2790     Pavarde2790     1	5	3	7	3	5	10	4	4	8	
Vardas2791     Pavarde2791     3	5	1	5	8	9	9	10	2	2	
Vardas2792     Pavarde2792     3	2	10	2	3	8	5	10	5	9	
Vardas2793     Pavarde2793     1	6	9	10	2	4	2	5	8	2	
Vardas2794     Pavarde2794     7	7	3	4	10	2	9	2	5	7	
Vardas2795     Pavarde2795     8	5	4	5	2	2	10	3	3	7	
Vardas2796     Pavarde2796     6	9	5	5	8	9	4	2	2	6	
Vardas2797     Pavarde2797     2	2	3	7	2	9	2	6	8	8	
Vardas2798     Pavarde2798     2	1	10	8	3	7	4	7	3	9	
Vardas2799     Pavarde2799     10	9	3	3	9	8	5	2	9	2	
Vardas2800     Pavarde2800     4	10	7	4	9	3	9	6	6	9	
Vardas2801     Pavarde2801     8	3	1	2	1	6	1	6	8	3	
Vardas2802     Pavarde2802     2	10	10	7	6	1	7	6	3	5	
Vardas2803     Pavarde2803     7	9	6	5	7	1	9	1	7	1	
Vardas2804     Pavarde2804     7	3	8	5	4	8	6	6	3	2	
Vardas2805     Pavarde2805     4	6	2	7	1	2	7	6	1	6	
Vardas2806     Pavarde2806     7	1	3	2	9	2	10	2	1	6	
Vardas2807     Pavarde2807     3	2	9	1	6	5	9	9	2	2	
Vardas2808     Pavarde2808     3	3	10	7	3	8	6	9	3	6	
Vardas2809     Pavarde2809     4	6	8	4	6	3	7	2	3	6	
Vardas2810     Pavarde2810     4	3	9	4	5	10	10	7	5	2	
Vardas2811     Pavarde2811     3	9	4	2	6	1	4	4	9	6	
Vardas2812     Pavarde2812     9	1	9	7	8	6	3	10	1	4	
Vardas2813     Pavarde2813     4	4	8	4	9	3	2	4	4	3	
Vardas2814     Pavarde2814     7	1	8	10	2	10	2	10	1	6	
Vardas2815     Pavarde2815     2	10	4	5	3	4	1	9	1	4	
Vardas2816     Pavarde2816     8	6	8	10	4	4	3	4	8	2	
Vardas2817     Pavarde2817     8	5	1	6	6	7	3	4	5	2	
Vardas2818     Pavarde2818     1	1	10	7	2	6	7	4	5	4	
Vardas2819     Pavarde2819     10	10	7	2	3	4	7	1	10	10	
Vardas2820     Pavarde2820     1	3	10	5	9	6	7	7	3	3	
Vardas2821     Pavarde2821     9	3	6	5	8	4	10	4	9	6	
Vardas2822     Pavarde2822     10	8	8	8	9	7	7	9	10	3	
Vardas2823     Pavarde2823     3	5	10	3	8	3	3	2	9	10	
Vardas2824     Pavarde2824     10	4	4	7	7	8	3	7	2	5	
Vardas2825     Pavarde2825     5	9	9	7	9	4	10	2	6	2	
Vardas2826     Pavarde2826     7	1	7	1	4	9	2	1	4	2	
Vardas2827     Pavarde2827     5	10	1	6	7	9	7	5	6	7	
Vardas2828     Pavarde2828     6	8	7	5	1	10	6	6	2	7	
Vardas2829     Pavarde2829     6	5	4	2	7	3	8	9	1	3	
Vardas2830     Pavarde2830     5	10	3	7	5	10	5	4	10	10	
Vardas2831     Pavarde2831     9	5	4	10	2	9	3	10	7	8	
Vardas2832     Pavarde2832     7	3	1	5	4	10	9	9	2	1	
Vardas2833     Pavarde2833     6	9	10	6	1	7	6	3	4	10	
Vardas2834     Pavarde2834     10	8	9	5	4	3	9	2	7	8	
Vardas2835     Pavarde2835     6	1	3	7	6	6	1	1	6	10	
Vardas2836     Pavarde2836     1	8	10	8	8	9	8	7	4	4	
Vardas2837     Pavarde2837     5	3	2	2	10	8	2	7	5	5	
Vardas2838     Pavarde2838     8	9	6	9	6	10	6	7	1	7	
Vardas2839     Pavarde2839     6	1	2	2	8	8	4	3	7	3	
Vardas2840     Pavarde2840     10	8	5	2	9	3	10	7	4	2	
Vardas2841     Pavarde2841     8	6	5	9	9	6	9	9	8	1	
Vardas2842     Pavarde2842     6	1	2	2	3	2	3	8	3	5	
Vardas2843     Pavarde2843     1	3	7	2	9	7	9	5	10	5	
Vardas2844     Pavarde2844     2	6	4	1	6	6	5	5	6	1	
Vardas2845     Pavarde2845     8	8	6	10	3	7	8	8	9	10	
Vardas2846     Pavarde2846     4	9	5	10	5	8	3	10	8	10	
Vardas2847     Pavarde2847     5	3	4	2	6	8	3	6	3	10	
Vardas2848     Pavarde2848     9	4	1	7	2	2	2	3	3	6	
Vardas2849     Pavarde2849     8	9	2	3	8	9	10	6	4	10	
Vardas2850     Pavarde2850     3	10	6	1	9	8	4	6	6	2	
Vardas2851     Pavarde2851     1	8	7	8	1	5	9	5	5	2	
Vardas2852     Pavarde2852     9	1	10	8	2	5	9	10	3	2	
Vardas2853     Pavarde2853     3	1	3	2	2	3	10	8	1	6	
Vardas2854     Pavarde2854     2	7	1	4	2	6	10	5	7	9	
Vardas2855     Pavarde2855     7	6	2	1	7	3	1	10	9	7	
Vardas2856     Pavarde2856     5	2	8	3	9	2	8	1	5	9	
Vardas2857     Pavarde2857     3	10	3	10	5	9	5	2	5	3	
Vardas2858     Pavarde2858     3	10	4	4	10	2	5	6	7	6	
Vardas2859     Pavarde2859     7	10	10	3	8	1	9	9	8	6	
Vardas2860     Pavarde2860     3	9	6	7	3	2	3	8	10	5	
Vardas2861     Pavarde2861     5	5	1	9	6	1	1	5	6	8	
Vardas2862     Pavarde2862     2	10	8	10	7	10	6	10	5	6	
Vardas2863     Pavarde2863     1	8	10	9	9	5	8	3	3	2	
Vardas2864     Pavarde2864     4	3	4	3	5	1	2	1	3	8	
Vardas2865     Pavarde2865     6	10	10	1	1	7	9	3	10	5	
Vardas2866     Pavarde2866     3	4	4	10	10	1	8	5	3	7	
Vardas2867     Pavarde2867     10	9	1	6	5	5	8	7	2	10	
Vardas2868     Pavarde2868     5	1	4	10	3	6	10	1	10	9	
Vardas2869     Pavarde2869     9	7	9	6	1	7	5	10	1	8	
Vardas2870     Pavarde2870     6	9	3	8	9	2	2	2	3	3	
Vardas2871     Pavarde2871     5	7	10	1	4	10	7	1	6	3	
Vardas2872     Pavarde2872     6	5	5	2	8	8	1	8	3	7	
Vardas2873     Pavarde2873     4	2	1	6	1	7	5	7	3	8	
Vardas2874     Pavarde2874     1	10	4	8	9	8	4	5	2	5	
Vardas2875     Pavarde2875     7	6	9	1	6	10	5	6	4	7	
Vardas2876     Pavarde2876     3	10	4	1	5	6	4	1	9	8	
Vardas2877     Pavarde2877     1	9	2	1	1	5	1	1	7	10	
Vardas2878     Pavarde2878     5	7	2	4	5	3	10	2	5	6	
Vardas2879     Pavarde2879     2	8	8	5	5	9	1	6	5	3	
Vardas2880     Pavarde2880     8	7	9	9	5	4	2	4	8	7	
Vardas2881     Pavarde2881     2	9	8	4	8	7	10	2	8	7	
Vardas2882     Pavarde2882     6	2	9	5	6	10	6	5	10	1	
Vardas2883     Pavarde2883     1	2	4	9	3	8	4	10	3	8	
Vardas2884     Pavarde2884     2	5	5	6	7	3	9	3	3	9	
Vardas2885     Pavarde2885     3	10	4	7	3	2	9	1	7	1	
Vardas2886     Pavarde2886     6	2	2	4	4	1	4	4	1	1	
Vardas2887     Pavarde2887     6	9	1	10	10	10	5	5	7	7	
Vardas2888     Pavarde2888     5	2	10	10	8	1	6	2	7	1	
Vardas2889     Pavarde2889     1	5	7	5	5	4	6	5	9	5	
Vardas2890     Pavarde2890     3	5	2	10	6	4	1	7	10	10	
Vardas2891     Pavarde2891     4	3	9	7	4	2	10	1	5	10	
Vardas2892     Pavarde2892     8	5	9	7	6	10	2	4	8	9	
Vardas2893     Pavarde2893     7	6	10	5	9	4	9	4	3	2	
Vardas2894     Pavarde2894     8	2	10	9	1	9	4	5	8	10	
Vardas2895     Pavarde2895     4	8	6	1	3	9	3	8	1	10	
Vardas2896     Pavarde2896     10	5	8	3	2	2	5	5	5	9	
Vardas2897     Pavarde2897     4	5	7	7	5	9	9	3	7	4	
Vardas2898     Pavarde2898     9	1	2	3	1	2	6	2	7	3	
Vardas2899     Pavarde2899     1	9	7	4	6	8	7	1	7	1	
Vardas2900     Pavarde2900     9	1	4	9	1	5	10	5	5	8	
Vardas2901     Pavarde2901     4	5	10	5	6	10	8	5	6	9	
Vardas2902     Pavarde2902     6	2	6	2	4	10	7	6	6	4	
Vardas2903     Pavarde2903     2	5	1	1	3	9	4	10	10	2	
Vardas2904     Pavarde2904     1	1	6	7	4	6	9	4	5	5	
Vardas2905     Pavarde2905     1	8	8	1	1	2	7	9	7	5	
Vardas2906     Pavarde2906     9	2	3	4	2	4	3	7	10	7	
Vardas2907     Pavarde2907     4	6	5	4	3	8	10	8	5	7	
Vardas2908     Pavarde2908     1	5	6	6	6	1	6	5	2	5	
Vardas2909     Pavarde2909     4	3	10	5	4	4	9	5	4	2	
Vardas2910     Pavarde2910     10	4	3	2	3	3	5	7	7	3	
Vardas2911     Pavarde2911     2	2	8	6	9	7	5	10	4	6	
Vardas2912     Pavarde2912     6	5	3	6	1	2	8	3	3	8	
Vardas2913     Pavarde2913     9	6	3	2	1	8	5	10	3	2	
Vardas2914     Pavarde2914     10	8	8	1	5	8	1	7	3	8	
Vardas2915     Pavarde2915     9	3	7	6	1	4	4	1	6	10	
Vardas2916     Pavarde2916     5	6	6	8	2	8	7	6	9	3	
Vardas2917     Pavarde2917     7	3	4	9	3	6	1	1	8	7	
Vardas2918     Pavarde2918     9	9	4	3	5	4	2	3	3	9	
Vardas2919     Pavarde2919     2	8	4	1	8	3	10	9	6	5	
Vardas2920     Pavarde2920     6	3	3	4	2	3	8	4	4	4	
Vardas2921     Pavarde2921     10	4	9	4	6	6	5	7	3	7	
Vardas2922     Pavarde2922     6	3	3	6	2	1	8	7	3	3	
Vardas2923     Pavarde2923     6	4	7	10	6	3	1	4	1	8	
Vardas2924     Pavarde2924     8	1	6	6	7	7	10	7	3	9	
Vardas2925     Pavarde2925     6	9	10	1	2	2	9	4	7	8	
Vardas2926     Pavarde2926     6	6	2	9	10	1	4	10	2	3	
Vardas2927     Pavarde2927     8	4	9	4	7	9	6	2	9	1	
Vardas2928     Pavarde2928     3	7	9	8	8	10	6	7	9	5	
Vardas2929     Pavarde2929     3	8	7	5	8	4	4	9	4	10	
Vardas2930     Pavarde2930     10	9	9	10	1	1	8	6	2	9	
Vardas2931     Pavarde2931     8	2	3	5	8	9	10	7	3	10	
Vardas2932     Pavarde2932     4	5	8	4	4	7	2	7	6	3	
Vardas2933     Pavarde2933     1	3	8	9	4	3	3	6	8	4	
Vardas2934     Pavarde2934     6	9	4	7	3	9	1	4	1	7	
Vardas2935     Pavarde2935     8	10	7	6	6	5	10	8	2	7	
Vardas2936     Pavarde2936     9	10	7	5	7	5	10	8	4	6	
Vardas2937     Pavarde2937     5	5	5	1	4	5	8	1	10	4	
Vardas2938     Pavarde2938     3	1	10	4	4	2	8	8	10	5	
Vardas2939     Pavarde2939     7	3	4	5	1	10	4	2	2	5	
Vardas2940     Pavarde2940     4	4	4	8	10	7	9	10	6	1	
Vardas2941     Pavarde2941     7	2	2	9	9	3	3	2	5	1	
Vardas2942     Pavarde2942     5	8	8	1	7	2	5	6	8	6	
Vardas2943     Pavarde2943     9	5	10	8	4	1	5	10	3	6	
Vardas2944     Pavarde2944     10	8	1	1	4	5	8	4	6	4	
Vardas2945     Pavarde2945     8	3	5	9	7	6	4	6	10	1	
Vardas2946     Pavarde2946     1	5	9	1	8	10	8	1	9	8	
Vardas2947     Pavarde2947     2	4	1	6	7	6	9	1	6	8	
Vardas2948     Pavarde2948     8	9	5	2	10	10	10	2	3	10	
Vardas2949     Pavarde2949     10	4	8	3	9	10	5	9	8	9	
Vardas2950     Pavarde2950     2	7	3	1	8	3	1	6	9	5	
Vardas2951     Pavarde2951     6	3	6	3	4	10	9	6	2	9	
Vardas2952     Pavarde2952     10	7	6	9	10	9	10	8	5	2	
Vardas2953     Pavarde2953     7	1	4	8	10	4	8	2	3	10	
Vardas2954     Pavarde2954     9	1	2	7	3	10	5	7	10	2	
Vardas2955     Pavarde2955     3	6	6	1	4	8	1	8	6	8	
Vardas2956     Pavarde2956     2	3	3	5	2	6	4	6	4	7	
Vardas2957     Pavarde2957     2	7	8	4	9	4	10	8	2	1	
Vardas2958     Pavarde2958     4	5	3	5	1	4	8	1	5	5	
Vardas2959     Pavarde2959     2	9	10	2	4	3	6	2	10	6	
Vardas2960     Pavarde2960     10	4	8	5	2	7	1	8	2	4	
Vardas2961     Pavarde2961     10	9	4	5	7	2	6	9	7	1	
Vardas2962     Pavarde2962     9	10	8	3	9	5	6	8	2	10	
Vardas2963     Pavarde2963     9	5	7	7	6	5	4	1	4	10	
Vardas2964     Pavarde2964     1	4	4	6	7	7	2	8	6	6	
Vardas2965     Pavarde2965     6	1	2	10	1	1	8	10	10	10	
Vardas2966     Pavarde2966     4	8	3	2	2	9	5	4	2	1	
Vardas2967     Pavarde2967     1	1	2	9	7	8	9	4	6	8	
Vardas2968     Pavarde2968     5	10	4	5	4	2	8	4	7	2	
Vardas2969     Pavarde2969     8	7	8	9	2	4	3	2	3	2	
Vardas2970     Pavarde2970     8	5	2	10	3	7	4	10	4	5	
Vardas2971     Pavarde2971     3	2	10	4	9	2	5	9	6	5	
Vardas2972     Pavarde2972     7	3	7	2	9	8	4	8	3	5	
Vardas2973     Pavarde2973     9	6	7	6	2	10	5	5	3	8	
Vardas2974     Pavarde2974     7	9	4	2	8	7	7	2	5	10	
Vardas2975     Pavarde2975     8	9	5	5	10	4	4	9	7	8	
Vardas2976     Pavarde2976     6	5	8	9	3	1	4	9	10	7	
Vardas2977     Pavarde2977     5	4	6	7	4	7	6	6	7	9	
Vardas2978     Pavarde2978     3	6	8	7	1	2	4	3	6	2	
Vardas2979     Pavarde2979     2	7	7	3	3	7	5	3	7	8	
Vardas2980     Pavarde2980     9	1	9	5	6	7	9	3	2	9	
Vardas2981     Pavarde2981     9	10	7	8	6	1	9	10	5	10	
Vardas2982     Pavarde2982     9	6	7	9	7	7	8	8	6	8	
Vardas2983     Pavarde2983     9	7	5	5	9	7	7	2	8	5	
Vardas2984     Pavarde2984     5	7	2	8	4	10	4	6	6	4	
Vardas2985     Pavarde2985     4	1	6	9	9	7	3	7	3	4	
Vardas2986     Pavarde2986     3	2	10	10	1	7	3	1	5	6	
Vardas2987     Pavarde2987     7	7	4	6	7	3	2	4	6	9	
Vardas2988     Pavarde2988     2	9	6	4	7	6	7	5	10	3	
Vardas2989     Pavarde2989     1	4	1	3	3	5	5	5	9	6	
Vardas2990     Pavarde2990     7	8	10	6	8	1	8	8	1	10	
Vardas2991     Pavarde2991     6	6	9	4	7	4	10	4	6	6	
Vardas2992     Pavarde2992     8	10	8	4	5	9	5	4	2	10	
Vardas2993     Pavarde2993     7	6	6	8	8	4	3	5	5	5	
Vardas2994     Pavarde2994     8	8	10	10	6	1	3	1	7	8	
Vardas2995     Pavarde2995     8	8	9	7	10	5	7	2	5	2	
Vardas2996     Pavarde2996     4	5	5	7	4	10	7	6	4	7	
Vardas2997     Pavarde2997     5	8	4	10	9	9	8	8	4	1	
Vardas2998     Pavarde2998     6	8	10	1	10	7	1	4	6	4	
Vardas2999     Pavarde2999     7	9	5	2	3	4	3	7	9	4	
Vardas3000     Pavarde3000     9	2	4	7	8	8	10	6	5	3	
Vardas3001     Pavarde3001     3	2	6	2	10	5	2	10	9	9	
Vardas3002     Pavarde3002     1	4	2	10	9	6	9	4	8	6	
Vardas3003     Pavarde3003     1	4	1	2	3	6	2	8	5	9	
Vardas3004     Pavarde3004     8	6	5	5	1	6	7	9	9	2	
Vardas3005     Pavarde3005     1	2	6	3	2	2	4	9	9	4	
Vardas3006     Pavarde3006     2	5	3	4	2	6	2	9	6	8	
Vardas3007     Pavarde3007     10	7	3	3	2	1	7	9	9	6	
Vardas3008     Pavarde3008     4	9	1	3	7	8	6	4	5	9	
Vardas3009     Pavarde3009     9	4	3	4	9	6	10	7	8	7	
Vardas3010     Pavarde3010     5	6	5	7	2	6	10	1	8	5	
Vardas3011     Pavarde3011     4	3	9	2	9	8	1	8	9	9	
Vardas3012     Pavarde3012     6	5	8	3	10	1	7	4	3	10	
Vardas3013     Pavarde3013     1	5	3	10	4	9	3	6	5	6	
Vardas3014     Pavarde3014     10	6	3	5	10	7	9	7	9	3	
Vardas3015     Pavarde3015     10	2	7	2	3	1	10	3	1	6	
Vardas3016     Pavarde3016     3	2	9	3	3	5	2	1	10	9	
Vardas3017     Pavarde3017     9	4	7	8	1	3	10	8	2	1	
Vardas3018     Pavarde3018     1	5	9	10	4	4	8	6	2	10	
Vardas3019     Pavarde3019     6	1	7	4	3	6	8	3	1	3	
Vardas3020     Pavarde3020     6	1	9	8	6	1	9	5	7	5	
Vardas3021     Pavarde3021     1	10	6	3	9	2	8	10	2	10	
Vardas3022     Pavarde3022     8	3	3	2	1	1	4	5	9	1	
Vardas3023     Pavarde3023     1	6	3	9	3	1	6	7	1	8	
Vardas3024     Pavarde3024     10	4	8	3	8	4	3	9	9	7	
Vardas3025     Pavarde3025     9	8	5	1	9	8	5	6	5	5	
Vardas3026     Pavarde3026     7	9	9	1	6	5	9	1	3	1	
Vardas3027     Pavarde3027     6	5	6	1	5	1	3	2	3	10	
Vardas3028     Pavarde3028     8	3	1	6	4	3	10	3	2	1	
Vardas3029     Pavarde3029     4	5	1	7	4	2	10	3	6	5	
Vardas3030     Pavarde3030     3	3	2	9	1	1	1	4	9	9	
Vardas3031     Pavarde3031     5	8	4	1	9	1	10	5	2	4	
Vardas3032     Pavarde3032     6	10	9	5	5	6	1	7	3	8	
Vardas3033     Pavarde3033     6	4	8	2	4	2	9	3	7	1	
Vardas3034     Pavarde3034     9	10	2	6	1	7	2	5	1	3	
Vardas3035     Pavarde3035     7	3	7	2	3	8	3	2	7	2	
Vardas3036     Pavarde3036     5	3	5	3	3	5	6	1	7	4	
Vardas3037     Pavarde3037     10	7	7	3	4	7	9	1	5	8	
Vardas3038     Pavarde3038     5	1	10	6	7	3	8	6	2	2	
Vardas3039     Pavarde3039     3	6	6	6	6	9	8	1	6	6	
Vardas3040     Pavarde3040     9	9	6	7	9	9	10	9	9	6	
Vardas3041     Pavarde3041     8	5	1	1	3	3	9	3	1	7	
Vardas3042     Pavarde3042     1	8	7	3	3	3	1	7	6	5	
Vardas3043     Pavarde3043     7	7	10	4	9	9	2	9	7	6	
Vardas3044     Pavarde3044     3	10	6	1	3	1	10	10	4	10	
Vardas3045     Pavarde3045     4	7	6	6	1	5	9	9	1	3	
Vardas3046     Pavarde3046     4	1	4	8	7	10	2	5	5	6	
Vardas3047     Pavarde3047     3	5	4	9	5	1	1	7	3	6	
Vardas3048     Pavarde3048     2	6	2	2	1	7	1	5	7	2	
Vardas3049     Pavarde3049     9	1	5	9	7	7	8	2	5	4	
Vardas3050     Pavarde3050     4	3	7	2	3	3	7	3	4	5	
Vardas3051     Pavarde3051     10	5	2	4	2	10	5	8	4	1	
Vardas3052     Pavarde3052     10	6	4	9	8	8	4	1	10	7	
Vardas3053     Pavarde3053     10	7	1	2	3	9	3	3	4	3	
Vardas3054     Pavarde3054     2	8	5	9	1	4	5	3	3	4	
Vardas3055     Pavarde3055     1	6	8	7	2	4	9	9	2	5	
Vardas3056     Pavarde3056     6	8	8	6	8	5	4	3	2	10	
Vardas3057     Pavarde3057     8	8	7	6	5	7	3	7	6	8	
Vardas3058     Pavarde3058     3	2	6	1	7	10	5	2	1	2	
Vardas3059     Pavarde3059     8	4	5	5	1	8	4	7	1	9	
Vardas3060     Pavarde3060     10	8	5	5	1	3	9	3	2	3	
Vardas3061     Pavarde3061     4	6	9	1	2	1	3	2	5	6	
Vardas3062     Pavarde3062     10	3	7	7	5	10	2	4	8	10	
Vardas3063     Pavarde3063     10	4	1	5	6	4	10	2	3	4	
Vardas3064     Pavarde3064     3	6	3	10	1	10	3	2	8	2	
Vardas3065     Pavarde3065     5	8	10	4	7	8	10	6	2	9	
Vardas3066     Pavarde3066     4	8	6	8	5	9	6	8	3	8	
Vardas3067     Pavarde3067     6	7	5	7	4	10	1	10	7	2	
Vardas3068     Pavarde3068     9	8	10	10	7	5	3	4	9	2	
Vardas3069     Pavarde3069     4	2	1	5	6	7	3	9	1	5	
Vardas3070     Pavarde3070     10	4	5	2	9	10	3	3	1	2	
Vardas3071     Pavarde3071     6	6	1	10	6	6	8	5	8	8	
Vardas3072     Pavarde3072     7	1	4	2	8	3	5	8	4	3	
Vardas3073     Pavarde3073     2	9	7	3	9	6	5	4	9	2	
Vardas3074     Pavarde3074     4	9	5	5	8	8	2	6	3	3	
Vardas3075     Pavarde3075     5	3	6	6	3	1	2	1	3	9	
Vardas3076     Pavarde3076     8	2	7	8	2	10	2	10	1	1	
Vardas3077     Pavarde3077     1	3	5	6	4	7	5	9	1	5	
Vardas3078     Pavarde3078     10	3	7	2	9	6	10	7	6	8	
Vardas3079     Pavarde3079     10	9	1	5	10	8	8	7	6	1	
Vardas3080     Pavarde3080     6	3	3	6	7	1	9	9	2	2	
Vardas3081     Pavarde3081     9	5	1	8	9	8	10	3	10	3	
Vardas3082     Pavarde3082     10	4	3	7	9	10	5	4	6	4	
Vardas3083     Pavarde3083     7	5	10	8	6	1	6	4	9	6	
Vardas3084     Pavarde3084     2	3	3	10	8	1	3	5	3	8	
Vardas3085     Pavarde3085     7	7	1	10	5	4	9	2	9	6	
Vardas3086     Pavarde3086     7	9	8	8	1	6	2	8	9	5	
Vardas3087     Pavarde3087     3	2	8	4	3	5	10	5	4	10	
Vardas3088     Pavarde3088     3	8	9	1	7	9	6	4	9	6	
Vardas3089     Pavarde3089     4	9	7	10	3	7	9	6	7	8	
